contest_number,questions,caption_choices,label,,,,,,,
667,['Why are they building it?'],"A) Honest to God, Joe, she's the best bouncer I've ever hired.
B) See? Foreclosure's not all bad.
C) So you're the infamous Sudsy Malone.
D) It’s always a problem for us when a crime is committed on Halloween.
E) Look, it's right here - ""cheese sold separately""",E,,,,,,,
756,['What is the doctor writing?'],"A) You ordered from the wrong Amazon.
B) Does this make me look middle aged?
C) Hmm. I'm beginning to see a pattern.
D) I'm just saying, I can see why the 'brief'case is more popular.
E) First, welcome to Pisa.",C,,,,,,,
587,['Why are deer acting like people here?'],"A) Yes, it does look more realistic that way.
B) How about some help carrying the groceries?
C) I didn't get it at first either, then it hits you.
D) I don't mind cops, but you'd think God would have let in at least one exhaust specialist.
E) Do I hear a motion for less disclosure?",C,,,,,,,
140,['What are the searchlights advertising to the cowboys?'],"A) They call it kitsch-and-release.
B) Indian casino. I'd say Comanche.
C) Well, the menu did say ‘Chose your own lobster.�?D) Evolve already.
E) Isn't it true, Mr. Bear, that you were in bed with my client on the night in question?",B,,,,,,,
11,"['What did the man do?', 'What is the man saying?']","A) Frankly, your brochure is a bit misleading.
B) Hey! My eyes are down here.
C) Where are the statues? I can't hold it in anymore.
D) Worst internship ever.
E) I look like five bucks.",A,,,,,,,
678,['How did this happen to them?'],"A) It's a perfect likeness, George. Right down to the hot air.
B) No one attacks quite like the French.
C) Armstrong? No, though I do get mistaken for Lance a lot.
D) I'm working from home.
E) If this shows up in National Geographic, we'll never hear the end of it.",E,,,,,,,
656,"['Why is the patient playing a guitar?', 'What is the therapist saying or writing down?']","A) Give me a minute while I slip into something a little less flammable.
B) Fortunately, our time is up.
C) I'm not bringing work home anymore.
D) It was a very hostile takeover.
E) And when did you first come to believe that your conversations were being recorded?",B,,,,,,,
335,['Why are they not riding real horses?'],"A) Of course we wanted a son. But we also wanted unconditional love.
B) Which sounds faster: ‘clip-clop, clip-clop�?or ‘clippety-clop�?
C) Thank God, Fashion Week is over.
D) We need to screen our organ donors more closely.
E) O.K., let's wrap up and call it a day. I feel like we're losing our focus.",B,,,,,,,
25,['Why is the person dressed in scuba gear to attend the party?'],"A) We don't have much of a sex life, but he's good at finding keys in the swimming pool.
B) Backstabbing was already prevalent--we just added a twist.
C) We should be able to finish the album today, as long as no one rings the doorbell.
D) Somebody carve 911.
E) He wants to know if you can move your seat up.",A,,,,,,,
230,['Why are there statues of numeral numbers?'],"A) I'm allergic to down.
B) You know, a drive in this old open roadster sure does turn back the clock!
C) If you want to get into this property you will have to move fast.
D) If you see something, say something.
E) I heard dinner needed rescuing.",B,,,,,,,
227,['Who is the workman calling?'],"A) I'm not a big cat person.
B) Two thousand eyes, but it still takes you all day to read the morning paper.
C) C'mon, live a little.
D) Watch out for the moose head in the parlor.
E) I am telling you this guy is a micromanager.",E,,,,,,,
146,['Why is the stick figure in the office?'],"A) Get naked, jump in, and make this marriage work!
B) Besides being a stick, what is your greatest weakness?
C) Let me remind you of your last review : ""The service is lousy and the food is rubbish""
D) When I said I wanted some concessions, this is not what I had in mind.
E) If they were seeking peace, they would have sent olive branches.",B,,,,,,,
683,['How did they manage to build that long tower?'],"A) Overruled, counseler. This is sweeps week.
B) I'd say your timing's a bit off.
C) You've achieved closure.
D) You won't have to drive to this clinic. Just wait in your cornfield.
E) They must have made a fortune from the wheel.",E,,,,,,,
138,"['Why is the counselor suggesting the married couple look at the empty fish tank?', 'Why is the fish tank empty and in his office?']","A) Damn. Now I'm kinda hungry.
B) Who would have thought they'd actually give money to a bank!
C) She thinks her bomb bay makes her look fat.
D) And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.
E) They're trying to attract a younger crowd.",D,,,,,,,
501,['What is up with the weird emblems?'],"A) This is step one. Next we slip in some ads.
B) Be careful, the bald spot is slippery.
C) So, while I was in Rome, I picked up a little Italian
D) Just lean in.
E) All his pitches have been inside.",A,,,,,,,
623,['How is the dog able to fly like a kite?'],"A) Earl of Cowlick. And you are?
B) On a clear day, I can get Santa Fe on the antenna.
C) Once I gave him a name I didn't have the heart to eat him.
D) It's a park. He's on a leash. What's it to you?
E) And if you think the singing part is bad, just wait til I tell you where the batteries go.",D,,,,,,,
732,['Why is a teddy bear on the stand at court?'],"A) I know I was having trouble finding it, but this is a little extreme.
B) So much for the suggestion box being anonymous
C) Relax, honey—everybody gets buyer's remorse
D) The defense can't rest without this witness.
E) What turns you off?",D,,,,,,,
58,"['Why is the cubicle used as a bedroom?', 'What is the woman reading to her husband?']","A) The doctor said it might help me quit.
B) She's my Seeing Eye doll.
C) May I recommend the trout?
D) They're not testing our intelligence. They're testing our marriage.
E) We never get out anymore.",E,,,,,,,
742,['Why is the man having a Barbecue?'],"A) That's a rare medium. Well done.
B) I know this seems weird, but even as a cub I could feel the rush of Wall Street racing through my veins.
C) I saw your ad in a bottle.
D) They only want the starter.
E) When you wear a baseball cap, everyone knows you're just covering a bald spot.",A,,,,,,,
559,['Why is the man happy to jump the plank?'],"A) I'm just glad we don't make lingerie.
B) Welcome to the greatest living room on Earth!
C) Well, that's embarrassing. How long has it been there?
D) Poor guy. Thought he signed up for pilates.
E) We should tell the G.P.S. people that they changed the off-ramp.",D,,,,,,,
528,['Why is the room so slanted?'],"A) Maybe His Highness should make reservations next time.
B) Very nice. Now do a boat.
C) Tap is fine.
D) The good news? You're not delusional.
E) I am entertaining a motion to evacuate. Do I hear a second?",E,,,,,,,
127,"['Why is the fishing hole shaped like a body?', 'What is the man who is fishing saying?']","A) Are you sure the recipe said mustard gas?
B) We meant get a job AND move out.
C) No hurry. He tweets for a couple of hours every morning.
D) Ice fishing and skydiving—who says they don't go together?
E) Thank God, Fashion Week is over.",D,,,,,,,
272,['Why are they drinking and driving?'],"A) Read quickly. These are really heavy.
B) You’ll love the headlight exhibit in the next room, it’s mesmerizing.
C) He's not as bad as the last manager. That one was abominable.
D) I think we made a wrong turn at puberty.
E) And where do you think you're going with those curtains?",D,,,,,,,
571,['Why is a pirate working at a restaurant?'],"A) Our chef trained at the Paris Metro.
B) Actually, I'm not crazy about long walks on the beach.
C) Should we tell him we found his car keys 2 hours ago?
D) Or you could just move the damn coffee maker.
E) The recipe said 'One egg, beaten.' I was lucky to get out alive.",D,,,,,,,
539,['How is the man able to stay on the cliff and not fall off?'],"A) It looks like Ted is out of gumballs...meeting adjourned.
B) Speak softly and carry a big fish.
C) You’re in luck! It's cannabis.
D) Well, sure, but I never would have believed in a Trump presidency, either.
E) I think I will unfollow him.",E,,,,,,,
32,['Is it Halloween?'],"A) It's not just Henderson. Corporate laid off the entire bunny division.
B) I don't think he realizes the gravity of the situation.
C) Who would have thought they'd actually give money to a bank!
D) Supplicants, sir. You want to surround yourself with supplicants.
E) It scrape sky.",A,,,,,,,
584,['Why are all the men exactly the same?'],"A) On second thought, bring the name tags.
B) I guess this rules out a church wedding.
C) In our opinion, you won't make it past the holidays.
D) This way, it's a business trip
E) Remind me to close the curtains tonight.",A,,,,,,,
182,['Why are the cats piled up like this?'],"A) The way I see it, I'm the miner, and you're the canary.
B) No one expects an immaculate conception until it happens to him.
C) Yes, Officer, they say he was about six feet four, with pointy ears and abnormally short arms.
D) Why not? We defy every other law.
E) What you've got there is a red herring.",C,,,,,,,
243,"['Why did the phone get fried?', 'What is the man saying to his wife?']","A) I always knew we'd wind up together.
B) That was the wakeup call from Hell.
C) Be careful, the bald spot is slippery.
D) I think I will unfollow him.
E) Did you send your Thank-You card to Congress?",B,,,,,,,
40,"['Is the snowman inside the snow globe sentient?', 'What are the two of them doing together?']","A) I don't play. I just really hate elephants.
B) No, I get it. I just think it's a little insulting that he sends an intern.
C) This is the exact moment Susan realized she may be an accomplice and not a magician's assistant...
D) Keep going—it's starting to turn me on.
E) I just wish we could talk about something other than global warming.",E,,,,,,,
533,['Why are they eating at a subway?'],"A) I don't mind the monkey see as much as the monkey doo.
B) I was pretty sure I said ""a cold beer"".
C) Our chef trained at the Paris Metro.
D) Hey! My eyes are down here.
E) I just couldn't 'catch and release because who would've believed such a whale of a tale?",C,,,,,,,
