contest_number,questions,caption_choices,answer,,,,
749,['Why are there a ton of people watching the magic trick from inside buildings?'],"A) And the crowd sourced answer is, ""not a rabbit.""
B) 4B wants you to make her husband disappear.",B,,,,
186,['Why are there Chinese characters on the tablet (10 Commandments)?'],"A) And for you goats—thou shalt not marry a dragon or ox.
B) I also picked up the Szechuan Sinai menu on my way down",A,,,,
516,['Who threw the cinderblock?'],"A) Duck? No, I ordered roast beef.
B) Foresight got me where I am now.",A,,,,
51,['Why does the man use a hook hand?'],"A) Other than that,sir,do you have any other birthmarks?
B) Your Honor, may I have permission not to approach the witness?",B,,,,
447,"['Why are there animals sitting in chaise longue sofas during a therapy session?', 'What is the man saying?']","A) I'm so glad to have found a family therapist I can work with.
B) I'm not comfortable discussing that in front of my fish.",B,,,,
142,"['Why is there a taxi driving through a hotel?', 'Is the taxi there to pick up the three men?']","A) I always tip a little extra for floor-to-floor service.
B) Why can't he take a limo like the rest of us?",B,,,,
179,['What happened to the doctor?'],"A) Of course I'm up to it. One digit is all that's needed.
B) So a doctor walks into a bar—this is not a joke by the way.",B,,,,
384,['why is there a monster?'],"A) And now to that SWOT analysis.
B) Relax. It's just a tryptic.",B,,,,
124,"['Why is this large group of people stranded in the desert?', 'Why are all the people going in different directions, if they were really trying to escape these harsh conditions?']","A) If we had just started wandering fifteen minutes earlier, we would have missed most of this traffic.
B) When they said they had the largest pool in the world, naturally I thought there would be water in it.",A,,,,
638,"[""Why are the man's suspenders attached to drones?"", 'What is the man saying?']","A) Nothing you buy on a 2 am informercial is ever a good idea.
B) When the batteries start to run down, you know its time to head home.",A,,,,
508,['Why is there a shark being interrogated by police?'],"A) It was in international waters.
B) Recognize this arm???",A,,,,
738,['Why is the UFO taking the leaves?'],"A) Just to mess with him put them back on the tree.
B) They make better compost than their masters.",A,,,,
512,['Why is the man trying to use a living room rug instead of a yoga mat?'],"A) I'm guessing it's been a while since your last class.
B) I don't care whether or not it ties the room together.",B,,,,
584,['Why are so many identical men in the same place at the same time?'],"A) I think we should have added another criteria.
B) Never mind. It looks like they fixed the copier.",B,,,,
546,['Why are the dolphins doing that?'],"A) Do you think they get it?
B) Very nice. Now do a boat.",B,,,,
72,['What is the other man saying to the man outside?'],"A) And make mine a decaf.
B) Turn left at the gargoyle.",A,,,,
720,['Why is the woman in the dress here drinking and watching this poor man?'],"A) The blind date site stated you are ""Strong, upwardly mobile and persistent"" which sounded good at the time.
B) literally the only viable caption for this is ""you come here often?"" and anything else is a wasted opportunity.",A,,,,
463,['How did the cowboy and horse get there?'],"A) I shoulda known. Who names a horse 'Gilligan'?
B) This looks like a good place to set up camp.",B,,,,
552,['Why is he trying to row?'],"A) ONE OF US is seeing things!
B) Long time no sea.",B,,,,
255,['Why are they using puppets rather than speaking to the man directly?'],"A) You need an agent, not a counsellor.
B) He always has his hand up my pants!",A,,,,
308,['What are the cavemen doing with those wheels?'],"A) I'd kill for some cream cheese.
B) Major improvement over the square ones.",A,,,,
312,['Why is this lion so special?'],"A) and then I hired an image consultant...
B) If you can't eat 'em, join 'em.",B,,,,
593,['Why is he so calm after being stabbed in the back?'],"A) Work is going about the same as always.
B) She left a note. No, I haven't read it yet.",B,,,,
500,['Why is the cowboy on a seahorse and not a normal horse?'],"A) Your first rodeo?
B) He's a rescue.",A,,,,
255,['Why are they using puppets rather than speaking to the man directly?'],"A) O.K., now do a tragedy.
B) Okay, okay...size matters!",A,,,,
763,['What is the employee saying?'],"A) For this model I suggest using high grade premium extra virgin olive oil.
B) You can use the loaner corn dog while you wait. Can you drive a stick?",B,,,,
645,['Why is the realtor showing them a miniature golf house?'],"A) The previous owners were a sweet elderly couple, but a tad slow on their feet.
B) The seller is highly motivated and will throw in a year of green fees.",A,,,,
185,['Is this a comment on evolution?'],"A) This isn't the dumbest idea you've ever had, Charlie.
B) Now that I met your family, I want you to meet mine.",B,,,,
421,['Why are there rhinoceroses sitting in chairs in a coffee shop?'],"A) You dated who?
B) They've gone viral.",A,,,,
542,['Why is the collar so exaggerated on the woman?'],"A) I know her but we were never close.
B) All that to cover a pimple?",A,,,,
529,"[""Why is the man scaling a mountain that isn't there?""]","A) There's really nothing to it.
B) I'm looking for the handwriting.",A,,,,
327,['Why is there a sea dragon in the pool?'],"A) Don’t look at me. I wanted a Portuguese water dog.
B) He's just staying until Scotland regains its independence.",A,,,,
623,['What does the cop want?'],"A) Have you tried saying, ""Down, boy""?
B) And I assume he's had an airborne flu shot?",A,,,,
734,['Why is the man tied up in his shower?'],"A) Are you gonna talk, or am I gonna have to flush the toilet again?
B) I don't think you need to worry about the second-hand smoke.",A,,,,
364,['Why is the man talking to a cardboard cut out?'],"A) Sprechen Sie Deutsch?
B) You don't say!",B,,,,
16,"['Why are the churchgoers being sent to hell?', 'Why is the devil disappointed?']","A) There's one for you. Refuses to take his hat off in church.
B) I think it's important for them to hear both sides of the debate.",B,,,,
711,"[""Why aren't the players outside?""]","A) I don't think it's 6 feet either, Dolores, but if it keeps him out of my hair, I don't care.
B) Yes, it's a home game. Of course it's a home game. Everything's a fricking home game.",B,,,,
381,"['Why does the woman feel her children are such burdens?', 'Did Sisyphus have children?']","A) It gets easier the second time.
B) Still haven't thought of a name?",A,,,,
728,['What happened to the man with tattered clothes?'],"A) All my co-workers think this is just a virtual Zoom background.
B) My story isn't nearly as dramatic. The ocean came to ME.",A,,,,
192,['Why are there bars on the windows?'],"A) It’s my first time on Celebrity Parole Hearing.
B) My secret? Good old fashioned butter.",A,,,,
509,['What are the salmon saying to the bear?'],"A) The neighborhood's not like I remembered it.
B) Please! I have a wife and two thousand kids!",B,,,,
686,['What is he trying to hatch?'],"A) Oh sure, when a MAN does it, suddenly it's such a big deal!
B) And to think they said we couldn't have kids past 40.",A,,,,
104,['What are the angels doing?'],"A) They have a really hard time meeting their quota.
B) You passed Heavenly Donuts two clouds ago.",A,,,,
675,['Why are they dressed like that?'],"A) She really needs to contain herself.
B) I also enjoy the moonshine.",B,,,,
41,"['Why is the bar in the church?', 'Did the churchgoers entering the church expect to find a bar?']","A) Finally—a faith-based initiative I can embrace.
B) You'll find the service ain't what it used to be.",A,,,,
383,['Why are there demons in the street and people lined up near the hole?'],"A) I liked it better when the big banks just charged late fees.
B) Turns out our understanding of the rapture was incorrect.",A,,,,
512,['Why is the man trying to use a living room rug instead of a yoga mat?'],"A) I'm guessing it's been a while since your last class.
B) I don't care whether or not it ties the room together.",B,,,,
601,['Why is the cactus running after them?'],"A) You should never have said ""Boy that'd make one hell of a coat rack.""
B) You know how they say that in the Spring, the desert comes alive?",B,,,,
109,['Why is this germ on the plane?'],"A) I guess that viral marketing works after all.
B) This guys wife lets him drink on the plane!",B,,,,
715,['Why is Humpty Dumpty drinking at a bar?'],"A) You think this is bad? You should see what they do to non-whites.
B) The recipe said 'One egg, beaten.' I was lucky to get out alive.",B,,,,
364,['What does the cutout look like?'],"A) Sprechen Sie Deutsch?
B) You don't say!",B,,,,
673,['How did the man get stuck in the hair?'],"A) I'd get out of there before the humidity picks up.
B) No one ever taught you how to braid a rope?",A,,,,
61,['Where did this giant come from?'],"A) Really God, you worry too much.
B) Gulliver travels to get a physical.",A,,,,
668,['Why does the dragon have flowers?'],"A) Just put them in the moat with all the rest.
B) I'm sorry. I've been burned too many times.",B,,,,
593,['Why did someone stab the knife on his back?'],"A) What really hurts is that you couldn't tell me to my face.
B) Yes, Monsignor, we have evidence that Martin Luther is back.",A,,,,
732,['Why is the teddy bear on the witness stand?'],"A) It's true, your honor. I slept with the witness.
B) Please tell the court what you saw them do to the ballots.",A,,,,
606,['How is that person managing to stand on a cloud?'],"A) He got stranded when Congress cut NASA's budget
B) It's the only way Delta lets you redeem their vouchers",B,,,,
211,['How did the man end up on the moon?'],"A) What time is it?
B) Got anything besides Tang?",B,,,,
